Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn)
Bergen - Florida;SN50540;30.05.1958;8
Bergen - Florida;SN50540;31.05.1958;10,6
Bergen - Florida;SN50540;01.06.1958;10,6
Bergen - Florida;SN50540;02.06.1958;11,7
Bergen - Florida;SN50540;03.06.1958;11,8
Bergen - Florida;SN50540;04.06.1958;10,6
Bergen - Florida;SN50540;05.06.1958;9,1
Bergen - Florida;SN50540;06.06.1958;9
Bergen - Florida;SN50540;07.06.1958;8,5
Bergen - Florida;SN50540;08.06.1958;10
Bergen - Florida;SN50540;09.06.1958;8,5
Bergen - Florida;SN50540;10.06.1958;5,3
Bergen - Florida;SN50540;11.06.1958;5,7
Bergen - Florida;SN50540;12.06.1958;6,3
Bergen - Florida;SN50540;13.06.1958;6,5
Bergen - Florida;SN50540;14.06.1958;5,5
Bergen - Florida;SN50540;15.06.1958;11,1
Bergen - Florida;SN50540;16.06.1958;10,5
Bergen - Florida;SN50540;17.06.1958;10
Bergen - Florida;SN50540;18.06.1958;8
Bergen - Florida;SN50540;19.06.1958;8,5
Bergen - Florida;SN50540;20.06.1958;7,5
Bergen - Florida;SN50540;21.06.1958;10,7
Bergen - Florida;SN50540;22.06.1958;9,9
Bergen - Florida;SN50540;23.06.1958;10,1
Bergen - Florida;SN50540;24.06.1958;10,2
Bergen - Florida;SN50540;25.06.1958;11
Bergen - Florida;SN50540;26.06.1958;10,6
Bergen - Florida;SN50540;27.06.1958;15,3
Bergen - Florida;SN50540;28.06.1958;15,3
Bergen - Florida;SN50540;29.06.1958;18,3
Bergen - Florida;SN50540;30.06.1958;17,7
Bergen - Florida;SN50540;01.07.1958;17,8
Bergen - Florida;SN50540;01.01.1959;1,5
Bergen - Florida;SN50540;02.01.1959;2,8
Bergen - Florida;SN50540;03.01.1959;1
Bergen - Florida;SN50540;04.01.1959;-1,1
Bergen - Florida;SN50540;05.01.1959;-1,5
Bergen - Florida;SN50540;06.01.1959;-5,2
Bergen - Florida;SN50540;07.01.1959;-5,3
Bergen - Florida;SN50540;08.01.1959;-5
Bergen - Florida;SN50540;09.01.1959;-6,2
Bergen - Florida;SN50540;10.01.1959;-9,2
Bergen - Florida;SN50540;11.01.1959;-10
Bergen - Florida;SN50540;12.01.1959;-4,7
Bergen - Florida;SN50540;13.01.1959;-4,3
Bergen - Florida;SN50540;14.01.1959;-5,5
Bergen - Florida;SN50540;15.01.1959;-8,3
Bergen - Florida;SN50540;16.01.1959;-4,3
Bergen - Florida;SN50540;17.01.1959;-1,7
Bergen - Florida;SN50540;18.01.1959;-3,2
Bergen - Florida;SN50540;19.01.1959;-4
Bergen - Florida;SN50540;20.01.1959;-1,5
Bergen - Florida;SN50540;21.01.1959;-2,7
Bergen - Florida;SN50540;22.01.1959;-4,8
Bergen - Florida;SN50540;23.01.1959;-3,9
Bergen - Florida;SN50540;24.01.1959;-3,9
Bergen - Florida;SN50540;25.01.1959;-2,9
Bergen - Florida;SN50540;26.01.1959;0,4
Bergen - Florida;SN50540;27.01.1959;2,3
Bergen - Florida;SN50540;28.01.1959;2
Bergen - Florida;SN50540;29.01.1959;2
Bergen - Florida;SN50540;30.01.1959;3,1
Bergen - Florida;SN50540;31.01.1959;0
Bergen - Florida;SN50540;01.02.1959;-2,6
Bergen - Florida;SN50540;02.02.1959;1
Bergen - Florida;SN50540;03.02.1959;-1,6
Bergen - Florida;SN50540;04.02.1959;-0,5
Bergen - Florida;SN50540;05.02.1959;-2,7
Bergen - Florida;SN50540;06.02.1959;-5,2
Bergen - Florida;SN50540;07.02.1959;-4,6
Bergen - Florida;SN50540;08.02.1959;-1
Bergen - Florida;SN50540;09.02.1959;-0,7
Bergen - Florida;SN50540;10.02.1959;-1,4
Bergen - Florida;SN50540;11.02.1959;-1
Bergen - Florida;SN50540;12.02.1959;-2
Bergen - Florida;SN50540;13.02.1959;0
Bergen - Florida;SN50540;14.02.1959;-0,8
Bergen - Florida;SN50540;15.02.1959;2,6
Bergen - Florida;SN50540;16.02.1959;3,1
Bergen - Florida;SN50540;17.02.1959;4,3
Bergen - Florida;SN50540;18.02.1959;3,7
Bergen - Florida;SN50540;19.02.1959;4,6
Bergen - Florida;SN50540;20.02.1959;-2,2
Bergen - Florida;SN50540;21.02.1959;-4,3
Bergen - Florida;SN50540;22.02.1959;-2,1
Bergen - Florida;SN50540;23.02.1959;-2,2
Bergen - Florida;SN50540;24.02.1959;0,1
Bergen - Florida;SN50540;25.02.1959;3,6
Bergen - Florida;SN50540;26.02.1959;4,4
Bergen - Florida;SN50540;27.02.1959;4,9
Bergen - Florida;SN50540;28.02.1959;6,3
Bergen - Florida;SN50540;01.03.1959;5,1
Bergen - Florida;SN50540;02.03.1959;6,8
Bergen - Florida;SN50540;03.03.1959;4,3
Bergen - Florida;SN50540;04.03.1959;5,8
Bergen - Florida;SN50540;05.03.1959;5
Bergen - Florida;SN50540;06.03.1959;5,2
Bergen - Florida;SN50540;07.03.1959;0,8
Bergen - Florida;SN50540;08.03.1959;-1,6
Bergen - Florida;SN50540;09.03.1959;-1,5
Bergen - Florida;SN50540;10.03.1959;-1,5
Bergen - Florida;SN50540;11.03.1959;7,9
Bergen - Florida;SN50540;12.03.1959;7,9
Bergen - Florida;SN50540;13.03.1959;3
Bergen - Florida;SN50540;14.03.1959;1,8
Bergen - Florida;SN50540;15.03.1959;1
Bergen - Florida;SN50540;16.03.1959;2,5
Bergen - Florida;SN50540;17.03.1959;5
Bergen - Florida;SN50540;18.03.1959;3,6
Bergen - Florida;SN50540;19.03.1959;0,3
Bergen - Florida;SN50540;20.03.1959;1,5
Bergen - Florida;SN50540;21.03.1959;2
Bergen - Florida;SN50540;22.03.1959;1,4
Bergen - Florida;SN50540;23.03.1959;3,2
Bergen - Florida;SN50540;24.03.1959;4,7
Bergen - Florida;SN50540;25.03.1959;0,3
Bergen - Florida;SN50540;26.03.1959;4,8
Bergen - Florida;SN50540;27.03.1959;5,3
Bergen - Florida;SN50540;28.03.1959;5,6
Bergen - Florida;SN50540;29.03.1959;5,3
Bergen - Florida;SN50540;30.03.1959;3,4
Bergen - Florida;SN50540;31.03.1959;3,5
Bergen - Florida;SN50540;01.04.1959;5,3
Bergen - Florida;SN50540;02.04.1959;4
Bergen - Florida;SN50540;03.04.1959;4,8
Bergen - Florida;SN50540;04.04.1959;3,8
Bergen - Florida;SN50540;05.04.1959;3
Bergen - Florida;SN50540;06.04.1959;2,8
Bergen - Florida;SN50540;07.04.1959;3
Bergen - Florida;SN50540;08.04.1959;2
Bergen - Florida;SN50540;09.04.1959;2,8
Bergen - Florida;SN50540;10.04.1959;5,1
Bergen - Florida;SN50540;11.04.1959;3
Bergen - Florida;SN50540;12.04.1959;4,7
Bergen - Florida;SN50540;13.04.1959;6
Bergen - Florida;SN50540;14.04.1959;8,3
Bergen - Florida;SN50540;15.04.1959;9
Bergen - Florida;SN50540;16.04.1959;9,4
Bergen - Florida;SN50540;17.04.1959;7
Bergen - Florida;SN50540;18.04.1959;5,3
Bergen - Florida;SN50540;19.04.1959;2,5
Bergen - Florida;SN50540;20.04.1959;1,3
Bergen - Florida;SN50540;21.04.1959;3,7
Bergen - Florida;SN50540;22.04.1959;3
Bergen - Florida;SN50540;23.04.1959;5
Bergen - Florida;SN50540;24.04.1959;5,7
Bergen - Florida;SN50540;25.04.1959;8,3
Bergen - Florida;SN50540;26.04.1959;9
Bergen - Florida;SN50540;27.04.1959;8,9
Bergen - Florida;SN50540;28.04.1959;7,4
Bergen - Florida;SN50540;29.04.1959;6
Bergen - Florida;SN50540;30.04.1959;5,8
Bergen - Florida;SN50540;01.05.1959;3,9
Bergen - Florida;SN50540;02.05.1959;6,5
Bergen - Florida;SN50540;03.05.1959;4,3
Bergen - Florida;SN50540;04.05.1959;4,8
Bergen - Florida;SN50540;05.05.1959;4,1
Bergen - Florida;SN50540;06.05.1959;0,9
Bergen - Florida;SN50540;07.05.1959;3
Bergen - Florida;SN50540;08.05.1959;6,9
Bergen - Florida;SN50540;09.05.1959;10,8
Bergen - Florida;SN50540;10.05.1959;9,5
Bergen - Florida;SN50540;11.05.1959;11
Bergen - Florida;SN50540;12.05.1959;9,8
Bergen - Florida;SN50540;13.05.1959;9,4
Bergen - Florida;SN50540;14.05.1959;9,8
Bergen - Florida;SN50540;15.05.1959;7,5
Bergen - Florida;SN50540;16.05.1959;8,4
Bergen - Florida;SN50540;17.05.1959;7,5
Bergen - Florida;SN50540;18.05.1959;8,6
Bergen - Florida;SN50540;19.05.1959;8,5
Bergen - Florida;SN50540;20.05.1959;6,5
Bergen - Florida;SN50540;21.05.1959;9,2
Bergen - Florida;SN50540;22.05.1959;7,7
Bergen - Florida;SN50540;23.05.1959;7,5
Bergen - Florida;SN50540;24.05.1959;7,6
Bergen - Florida;SN50540;25.05.1959;8,1
Bergen - Florida;SN50540;26.05.1959;8,1
Bergen - Florida;SN50540;27.05.1959;6,5
Bergen - Florida;SN50540;28.05.1959;6,4
Bergen - Florida;SN50540;29.05.1959;6,6
Bergen - Florida;SN50540;30.05.1959;8,5
Bergen - Florida;SN50540;31.05.1959;6,7
Bergen - Florida;SN50540;01.06.1959;7,4
Bergen - Florida;SN50540;02.06.1959;7,1
Bergen - Florida;SN50540;03.06.1959;9,8
Bergen - Florida;SN50540;04.06.1959;11,4
Bergen - Florida;SN50540;05.06.1959;10
Bergen - Florida;SN50540;06.06.1959;13,4
Bergen - Florida;SN50540;07.06.1959;12,3
Bergen - Florida;SN50540;08.06.1959;9,9
Bergen - Florida;SN50540;09.06.1959;8,7
Bergen - Florida;SN50540;10.06.1959;8,5
Bergen - Florida;SN50540;11.06.1959;7,2
Bergen - Florida;SN50540;12.06.1959;7,5
Bergen - Florida;SN50540;13.06.1959;9,9
Bergen - Florida;SN50540;14.06.1959;9
Bergen - Florida;SN50540;15.06.1959;6,2
Bergen - Florida;SN50540;16.06.1959;6
Bergen - Florida;SN50540;17.06.1959;9,1
Bergen - Florida;SN50540;18.06.1959;6,9
Bergen - Florida;SN50540;19.06.1959;4,9
Bergen - Florida;SN50540;20.06.1959;5,2
Bergen - Florida;SN50540;21.06.1959;6
Bergen - Florida;SN50540;22.06.1959;11
Bergen - Florida;SN50540;23.06.1959;11,8
Bergen - Florida;SN50540;24.06.1959;13
Bergen - Florida;SN50540;25.06.1959;13,2
Bergen - Florida;SN50540;26.06.1959;14,8
Bergen - Florida;SN50540;27.06.1959;15,1
Bergen - Florida;SN50540;28.06.1959;15,7
Bergen - Florida;SN50540;29.06.1959;15,4
Bergen - Florida;SN50540;30.06.1959;15
Bergen - Florida;SN50540;01.07.1959;10,7
Bergen - Florida;SN50540;01.01.1960;4,8
Bergen - Florida;SN50540;02.01.1960;2
Bergen - Florida;SN50540;03.01.1960;1,5
Bergen - Florida;SN50540;04.01.1960;2,9
Bergen - Florida;SN50540;05.01.1960;3,3
Bergen - Florida;SN50540;06.01.1960;2
Bergen - Florida;SN50540;07.01.1960;3,5
Bergen - Florida;SN50540;08.01.1960;0,4
Bergen - Florida;SN50540;09.01.1960;-0,8
Bergen - Florida;SN50540;10.01.1960;-0,9
Bergen - Florida;SN50540;11.01.1960;-1,2
Bergen - Florida;SN50540;12.01.1960;-6,5
Bergen - Florida;SN50540;13.01.1960;-7,2
Bergen - Florida;SN50540;14.01.1960;-7
Bergen - Florida;SN50540;15.01.1960;-5,7
Bergen - Florida;SN50540;16.01.1960;-4
Bergen - Florida;SN50540;17.01.1960;-4,6
Bergen - Florida;SN50540;18.01.1960;-8,1
Bergen - Florida;SN50540;19.01.1960;-9,1
Bergen - Florida;SN50540;20.01.1960;-5,3
Bergen - Florida;SN50540;21.01.1960;-2,7
Bergen - Florida;SN50540;22.01.1960;0
Bergen - Florida;SN50540;23.01.1960;6,3
Bergen - Florida;SN50540;24.01.1960;7,9
Bergen - Florida;SN50540;25.01.1960;4
Bergen - Florida;SN50540;26.01.1960;1,2
Bergen - Florida;SN50540;27.01.1960;-0,2
Bergen - Florida;SN50540;28.01.1960;-2
Bergen - Florida;SN50540;29.01.1960;-3
Bergen - Florida;SN50540;30.01.1960;-5,9
Bergen - Florida;SN50540;31.01.1960;-8,5
Bergen - Florida;SN50540;01.02.1960;-6,9
Bergen - Florida;SN50540;02.02.1960;-0,3
Bergen - Florida;SN50540;03.02.1960;0,6
Bergen - Florida;SN50540;04.02.1960;5,5
Bergen - Florida;SN50540;05.02.1960;4,7
Bergen - Florida;SN50540;06.02.1960;3,2
Bergen - Florida;SN50540;07.02.1960;3,4
Bergen - Florida;SN50540;08.02.1960;3,4
Bergen - Florida;SN50540;09.02.1960;4,3
Bergen - Florida;SN50540;10.02.1960;0,5
Bergen - Florida;SN50540;11.02.1960;-2,9
Bergen - Florida;SN50540;12.02.1960;-4
Bergen - Florida;SN50540;13.02.1960;-8,2
Bergen - Florida;SN50540;14.02.1960;-4,2
Bergen - Florida;SN50540;15.02.1960;-1,5
Bergen - Florida;SN50540;16.02.1960;-3,8
Bergen - Florida;SN50540;17.02.1960;-3,8
Bergen - Florida;SN50540;18.02.1960;-2,6
Bergen - Florida;SN50540;19.02.1960;-0,3
Bergen - Florida;SN50540;20.02.1960;0,2
Bergen - Florida;SN50540;21.02.1960;0,5
Bergen - Florida;SN50540;22.02.1960;-3,4
Bergen - Florida;SN50540;23.02.1960;-5,1
Bergen - Florida;SN50540;24.02.1960;-3,1
Bergen - Florida;SN50540;25.02.1960;-1,8
Bergen - Florida;SN50540;26.02.1960;0,4
Bergen - Florida;SN50540;27.02.1960;0
Bergen - Florida;SN50540;28.02.1960;3,7
Bergen - Florida;SN50540;29.02.1960;4,3
Bergen - Florida;SN50540;01.03.1960;5,2
Bergen - Florida;SN50540;02.03.1960;5,6
Bergen - Florida;SN50540;03.03.1960;4,5
Bergen - Florida;SN50540;04.03.1960;4
Bergen - Florida;SN50540;05.03.1960;2,1
Bergen - Florida;SN50540;06.03.1960;2,5
Bergen - Florida;SN50540;07.03.1960;0,1
Bergen - Florida;SN50540;08.03.1960;-1
Bergen - Florida;SN50540;09.03.1960;1,8
Bergen - Florida;SN50540;10.03.1960;4
Bergen - Florida;SN50540;11.03.1960;1,8
Bergen - Florida;SN50540;12.03.1960;1,3
Bergen - Florida;SN50540;13.03.1960;1,2
Bergen - Florida;SN50540;14.03.1960;3,2
Bergen - Florida;SN50540;15.03.1960;4,7
Bergen - Florida;SN50540;16.03.1960;3,3
Bergen - Florida;SN50540;17.03.1960;3,6
Bergen - Florida;SN50540;18.03.1960;0,6
Bergen - Florida;SN50540;19.03.1960;0,7
Bergen - Florida;SN50540;20.03.1960;1,8
Bergen - Florida;SN50540;21.03.1960;1
Bergen - Florida;SN50540;22.03.1960;2,3
Bergen - Florida;SN50540;23.03.1960;2,8
Bergen - Florida;SN50540;24.03.1960;1,6
Bergen - Florida;SN50540;25.03.1960;2,1
Bergen - Florida;SN50540;26.03.1960;2,2
Bergen - Florida;SN50540;27.03.1960;0,8
Bergen - Florida;SN50540;28.03.1960;1,1
Bergen - Florida;SN50540;29.03.1960;1
Bergen - Florida;SN50540;30.03.1960;0,1
Bergen - Florida;SN50540;31.03.1960;1,2
Bergen - Florida;SN50540;01.04.1960;0,7
Bergen - Florida;SN50540;02.04.1960;0,5
Bergen - Florida;SN50540;03.04.1960;3,5
Bergen - Florida;SN50540;04.04.1960;3,1
Bergen - Florida;SN50540;05.04.1960;6
Bergen - Florida;SN50540;06.04.1960;6,3
Bergen - Florida;SN50540;07.04.1960;4,6
Bergen - Florida;SN50540;08.04.1960;5,6
Bergen - Florida;SN50540;09.04.1960;5,5
Bergen - Florida;SN50540;10.04.1960;6
Bergen - Florida;SN50540;11.04.1960;7,6
Bergen - Florida;SN50540;12.04.1960;4,8
Bergen - Florida;SN50540;13.04.1960;4,5
Bergen - Florida;SN50540;14.04.1960;4,2
Bergen - Florida;SN50540;15.04.1960;3,8
Bergen - Florida;SN50540;16.04.1960;3,8
Bergen - Florida;SN50540;17.04.1960;1,9
Bergen - Florida;SN50540;18.04.1960;3,9
Bergen - Florida;SN50540;19.04.1960;5
Bergen - Florida;SN50540;20.04.1960;5,2
Bergen - Florida;SN50540;21.04.1960;4,5
Bergen - Florida;SN50540;22.04.1960;1,5
Bergen - Florida;SN50540;23.04.1960;1,1
Bergen - Florida;SN50540;24.04.1960;0,7
Bergen - Florida;SN50540;25.04.1960;3,3
Bergen - Florida;SN50540;26.04.1960;2,5
Bergen - Florida;SN50540;27.04.1960;3,4
Bergen - Florida;SN50540;28.04.1960;5,2
Bergen - Florida;SN50540;29.04.1960;4,3
Bergen - Florida;SN50540;30.04.1960;2,2
Bergen - Florida;SN50540;01.05.1960;0,7
Bergen - Florida;SN50540;02.05.1960;0,8
Bergen - Florida;SN50540;03.05.1960;1,5
Bergen - Florida;SN50540;04.05.1960;5
Bergen - Florida;SN50540;05.05.1960;7,8
Bergen - Florida;SN50540;06.05.1960;8,3
Bergen - Florida;SN50540;07.05.1960;9,4
Bergen - Florida;SN50540;08.05.1960;9,6
Bergen - Florida;SN50540;09.05.1960;7,3
Bergen - Florida;SN50540;10.05.1960;10,5
Bergen - Florida;SN50540;11.05.1960;8,8
Bergen - Florida;SN50540;12.05.1960;10,3
Bergen - Florida;SN50540;13.05.1960;11
Bergen - Florida;SN50540;14.05.1960;11,3
Bergen - Florida;SN50540;15.05.1960;12,2
Bergen - Florida;SN50540;16.05.1960;11,5
Bergen - Florida;SN50540;17.05.1960;12,6
Bergen - Florida;SN50540;18.05.1960;11,6
Bergen - Florida;SN50540;19.05.1960;10
Bergen - Florida;SN50540;20.05.1960;8,2
Bergen - Florida;SN50540;21.05.1960;6,1
Bergen - Florida;SN50540;22.05.1960;4,8
Bergen - Florida;SN50540;23.05.1960;8,7
Bergen - Florida;SN50540;24.05.1960;6,5
Bergen - Florida;SN50540;25.05.1960;5,9
Bergen - Florida;SN50540;26.05.1960;5,9
Bergen - Florida;SN50540;27.05.1960;8,4
Bergen - Florida;SN50540;28.05.1960;8,6
Bergen - Florida;SN50540;29.05.1960;7,6
Bergen - Florida;SN50540;30.05.1960;10,1
Bergen - Florida;SN50540;31.05.1960;8,5
Bergen - Florida;SN50540;01.06.1960;8,6
Bergen - Florida;SN50540;02.06.1960;9,5
Bergen - Florida;SN50540;03.06.1960;11,8
Bergen - Florida;SN50540;04.06.1960;12,3
Bergen - Florida;SN50540;05.06.1960;13,4
Bergen - Florida;SN50540;06.06.1960;14,5
Bergen - Florida;SN50540;07.06.1960;13,8
Bergen - Florida;SN50540;08.06.1960;11,1
Bergen - Florida;SN50540;09.06.1960;11,6
Bergen - Florida;SN50540;10.06.1960;11,1
Bergen - Florida;SN50540;11.06.1960;12
Bergen - Florida;SN50540;12.06.1960;11,5
Bergen - Florida;SN50540;13.06.1960;10,5
Bergen - Florida;SN50540;14.06.1960;10,8
Bergen - Florida;SN50540;15.06.1960;9,6
Bergen - Florida;SN50540;16.06.1960;9
Bergen - Florida;SN50540;17.06.1960;11,1
Bergen - Florida;SN50540;18.06.1960;11,2
Bergen - Florida;SN50540;19.06.1960;9,2
Bergen - Florida;SN50540;20.06.1960;8,8
Bergen - Florida;SN50540;21.06.1960;10,2
Bergen - Florida;SN50540;22.06.1960;10,6
Bergen - Florida;SN50540;23.06.1960;10,9
Bergen - Florida;SN50540;24.06.1960;11,9
Bergen - Florida;SN50540;25.06.1960;15,5
Bergen - Florida;SN50540;26.06.1960;13
Bergen - Florida;SN50540;27.06.1960;11,9
Bergen - Florida;SN50540;28.06.1960;8,6
Bergen - Florida;SN50540;29.06.1960;9
Bergen - Florida;SN50540;30.06.1960;8,2
Bergen - Florida;SN50540;01.07.1960;8,6
Bergen - Florida;SN50540;01.01.1961;4,6
Bergen - Florida;SN50540;02.01.1961;5,5
Bergen - Florida;SN50540;03.01.1961;5,1
Bergen - Florida;SN50540;04.01.1961;0,1
Bergen - Florida;SN50540;05.01.1961;-1,9
Bergen - Florida;SN50540;06.01.1961;-1,5
Bergen - Florida;SN50540;07.01.1961;-4
Bergen - Florida;SN50540;08.01.1961;-2
Bergen - Florida;SN50540;09.01.1961;-3,7
Bergen - Florida;SN50540;10.01.1961;-5,4
Bergen - Florida;SN50540;11.01.1961;-5,9
Bergen - Florida;SN50540;12.01.1961;-4,5
Bergen - Florida;SN50540;13.01.1961;4
Bergen - Florida;SN50540;14.01.1961;4,1
Bergen - Florida;SN50540;15.01.1961;5
Bergen - Florida;SN50540;16.01.1961;0,8
Bergen - Florida;SN50540;17.01.1961;1
Bergen - Florida;SN50540;18.01.1961;-0,9
Bergen - Florida;SN50540;19.01.1961;-1,4
Bergen - Florida;SN50540;20.01.1961;-1,9
Bergen - Florida;SN50540;21.01.1961;-3,5
Bergen - Florida;SN50540;22.01.1961;-3,6
Bergen - Florida;SN50540;23.01.1961;-4,4
Bergen - Florida;SN50540;24.01.1961;-4,5
Bergen - Florida;SN50540;25.01.1961;-3,6
Bergen - Florida;SN50540;26.01.1961;-4
Bergen - Florida;SN50540;27.01.1961;-2
Bergen - Florida;SN50540;28.01.1961;2,4
Bergen - Florida;SN50540;29.01.1961;0,5
Bergen - Florida;SN50540;30.01.1961;1,7
Bergen - Florida;SN50540;31.01.1961;1
Bergen - Florida;SN50540;01.02.1961;2,8
Bergen - Florida;SN50540;02.02.1961;-0,8
Bergen - Florida;SN50540;03.02.1961;-1,6
Bergen - Florida;SN50540;04.02.1961;-1,1
Bergen - Florida;SN50540;05.02.1961;-2
Bergen - Florida;SN50540;06.02.1961;0,5
Bergen - Florida;SN50540;07.02.1961;0,7
Bergen - Florida;SN50540;08.02.1961;2,2
Bergen - Florida;SN50540;09.02.1961;1,3
Bergen - Florida;SN50540;10.02.1961;2,5
Bergen - Florida;SN50540;11.02.1961;4,6
Bergen - Florida;SN50540;12.02.1961;1,2
Bergen - Florida;SN50540;13.02.1961;1,4
Bergen - Florida;SN50540;14.02.1961;6,6
Bergen - Florida;SN50540;15.02.1961;2,6
Bergen - Florida;SN50540;16.02.1961;5
Bergen - Florida;SN50540;17.02.1961;5,4
Bergen - Florida;SN50540;18.02.1961;4,5
Bergen - Florida;SN50540;19.02.1961;5,5
Bergen - Florida;SN50540;20.02.1961;6,5
Bergen - Florida;SN50540;21.02.1961;5,5
Bergen - Florida;SN50540;22.02.1961;1,8
Bergen - Florida;SN50540;23.02.1961;2,7
Bergen - Florida;SN50540;24.02.1961;-0,3
Bergen - Florida;SN50540;25.02.1961;0,6
Bergen - Florida;SN50540;26.02.1961;6,1
Bergen - Florida;SN50540;27.02.1961;3,7
Bergen - Florida;SN50540;28.02.1961;3,5
Bergen - Florida;SN50540;01.03.1961;1,5
Bergen - Florida;SN50540;02.03.1961;5,3
Bergen - Florida;SN50540;03.03.1961;4,1
Bergen - Florida;SN50540;04.03.1961;6,3
Bergen - Florida;SN50540;05.03.1961;4,2
Bergen - Florida;SN50540;06.03.1961;5,2
Bergen - Florida;SN50540;07.03.1961;6,9
Bergen - Florida;SN50540;08.03.1961;6,4
Bergen - Florida;SN50540;09.03.1961;6,5
Bergen - Florida;SN50540;10.03.1961;5
Bergen - Florida;SN50540;11.03.1961;5
Bergen - Florida;SN50540;12.03.1961;2,7
Bergen - Florida;SN50540;13.03.1961;1,6
Bergen - Florida;SN50540;14.03.1961;3,2
Bergen - Florida;SN50540;15.03.1961;2,8
Bergen - Florida;SN50540;16.03.1961;5,4
Bergen - Florida;SN50540;17.03.1961;5,9
Bergen - Florida;SN50540;18.03.1961;2,2
Bergen - Florida;SN50540;19.03.1961;0,4
Bergen - Florida;SN50540;20.03.1961;0,3
Bergen - Florida;SN50540;21.03.1961;1,2
Bergen - Florida;SN50540;22.03.1961;0,6
Bergen - Florida;SN50540;23.03.1961;5,9
Bergen - Florida;SN50540;24.03.1961;2,1
Bergen - Florida;SN50540;25.03.1961;3,6
Bergen - Florida;SN50540;26.03.1961;2,1
Bergen - Florida;SN50540;27.03.1961;-2,6
Bergen - Florida;SN50540;28.03.1961;-0,8
Bergen - Florida;SN50540;29.03.1961;0,2
Bergen - Florida;SN50540;30.03.1961;-1,3
Bergen - Florida;SN50540;31.03.1961;-3,6
Bergen - Florida;SN50540;01.04.1961;-1,8
Bergen - Florida;SN50540;02.04.1961;-2
Bergen - Florida;SN50540;03.04.1961;-1,4
Bergen - Florida;SN50540;04.04.1961;-3,9
Bergen - Florida;SN50540;05.04.1961;-0,3
Bergen - Florida;SN50540;06.04.1961;0,8
Bergen - Florida;SN50540;07.04.1961;1,8
Bergen - Florida;SN50540;08.04.1961;0,2
Bergen - Florida;SN50540;09.04.1961;0,2
Bergen - Florida;SN50540;10.04.1961;0,9
Bergen - Florida;SN50540;11.04.1961;1,4
Bergen - Florida;SN50540;12.04.1961;3,4
Bergen - Florida;SN50540;13.04.1961;3
Bergen - Florida;SN50540;14.04.1961;3,9
Bergen - Florida;SN50540;15.04.1961;5,8
Bergen - Florida;SN50540;16.04.1961;5,3
Bergen - Florida;SN50540;17.04.1961;5,3
Bergen - Florida;SN50540;18.04.1961;4,2
Bergen - Florida;SN50540;19.04.1961;2,4
Bergen - Florida;SN50540;20.04.1961;3
Bergen - Florida;SN50540;21.04.1961;10
Bergen - Florida;SN50540;22.04.1961;8,4
Bergen - Florida;SN50540;23.04.1961;11,2
Bergen - Florida;SN50540;24.04.1961;10,3
Bergen - Florida;SN50540;25.04.1961;7,5
Bergen - Florida;SN50540;26.04.1961;8,2
Bergen - Florida;SN50540;27.04.1961;9,4
Bergen - Florida;SN50540;28.04.1961;8,5
Bergen - Florida;SN50540;29.04.1961;8,3
Bergen - Florida;SN50540;30.04.1961;7
Bergen - Florida;SN50540;01.05.1961;8,3
Bergen - Florida;SN50540;02.05.1961;10
Bergen - Florida;SN50540;03.05.1961;9
Bergen - Florida;SN50540;04.05.1961;8,7
Bergen - Florida;SN50540;05.05.1961;9,6
Bergen - Florida;SN50540;06.05.1961;8,1
Bergen - Florida;SN50540;07.05.1961;7,6
Bergen - Florida;SN50540;08.05.1961;7,5
Bergen - Florida;SN50540;09.05.1961;7,6
Bergen - Florida;SN50540;10.05.1961;6,8
Bergen - Florida;SN50540;11.05.1961;5,8
Bergen - Florida;SN50540;12.05.1961;7,3
Bergen - Florida;SN50540;13.05.1961;5,2
Bergen - Florida;SN50540;14.05.1961;5,2
Bergen - Florida;SN50540;15.05.1961;6,6
Bergen - Florida;SN50540;16.05.1961;6,7
Bergen - Florida;SN50540;17.05.1961;7,8
Bergen - Florida;SN50540;18.05.1961;7,6
Bergen - Florida;SN50540;19.05.1961;8,5
Bergen - Florida;SN50540;20.05.1961;7,1
Bergen - Florida;SN50540;21.05.1961;7,1
Bergen - Florida;SN50540;22.05.1961;7,3
Bergen - Florida;SN50540;23.05.1961;7,7
Bergen - Florida;SN50540;24.05.1961;6,9
Bergen - Florida;SN50540;25.05.1961;5,7
Bergen - Florida;SN50540;26.05.1961;4,7
Bergen - Florida;SN50540;27.05.1961;5,2
Bergen - Florida;SN50540;28.05.1961;4,9
Bergen - Florida;SN50540;29.05.1961;5,6
Bergen - Florida;SN50540;30.05.1961;6,2
Bergen - Florida;SN50540;31.05.1961;8,6
Bergen - Florida;SN50540;01.06.1961;15
Bergen - Florida;SN50540;02.06.1961;9,2
Bergen - Florida;SN50540;03.06.1961;7,1
Bergen - Florida;SN50540;04.06.1961;12
Bergen - Florida;SN50540;05.06.1961;10,8
Bergen - Florida;SN50540;06.06.1961;13,3
Bergen - Florida;SN50540;07.06.1961;12
Bergen - Florida;SN50540;08.06.1961;10,9
Bergen - Florida;SN50540;09.06.1961;10,9
Bergen - Florida;SN50540;10.06.1961;8,7
Bergen - Florida;SN50540;11.06.1961;8
Bergen - Florida;SN50540;12.06.1961;8
